ticket_id,Summary,Description,Classification,Customer,Priority,Product,Status,FullContent,OpenDate,dataset,cluster
PC-Q0262,MEXXNHR - Newborn Handover Record and Procedure Authorization - syntax error,"Problem 
Monica Alberts reported a syntax error that occurs when the questionnaire attempts to calculate the duration of skin‑to‑skin contact. The error appears both at the start and end time fields for the newborn handover form (MEXXNHR). A screenshot of the error was uploaded. The issue affects all users of the questionnaire, potentially impacting newborn care documentation.

Solution 
The ticket was first transferred to the ME Triage team, where Rubin acknowledged receipt and promised an investigation. Shyama from ME Clinical Support then redirected the case to their team and instructed a priority downgrade (from “URGENT” to a lower level) to prevent queue confusion. Subsequently, Zaki Yara took over, reviewed the questionnaire, and added the missing code to properly calculate the contact time. After code deployment, Monica confirmed that the calculation now works correctly.

Additional Information 
- No formal investigation details were provided; the issue was moved through support channels without a documented root cause analysis. 
- The priority reassignment by Shyama was communicated to Monica, explaining the policy for “URGENT” tickets. 
- No further questions or clarifications were requested after the code fix was deployed. 
- The ticket status ended with Monica’s acknowledgment that the problem is resolved.",Live Issue,Westside Care Network,Urgent,PlanetCare,Closed,"QUESTIONNAIRE_TYPE: Support Ticket

TITLE: MEXXNHR - Newborn Handover Record and Procedure Authorization - syntax error

DESCRIPTION: Problem 
Monica Alberts reported a syntax error that occurs when the questionnaire attempts to calculate the duration of skin‑to‑skin contact. The error appears both at the start and end time fields for the newborn handover form (MEXXNHR). A screenshot of the error was uploaded. The issue affects all users of the questionnaire, potentially impacting newborn care documentation.

Solution 
The ticket was first transferred to the ME Triage team, where Rubin acknowledged receipt and promised an investigation. Shyama from ME Clinical Support then redirected the case to their team and instructed a priority downgrade (from “URGENT” to a lower level) to prevent queue confusion. Subsequently, Zaki Yara took over, reviewed the questionnaire, and added the missing code to properly calculate the contact time. After code deployment, Monica confirmed that the calculation now works correctly.

Additional Information 
- No formal investigation details were provided; the issue was moved through support channels without a documented root cause analysis. 
- The priority reassignment by Shyama was communicated to Monica, explaining the policy for “URGENT” tickets. 
- No further questions or clarifications were requested after the code fix was deployed. 
- The ticket status ended with Monica’s acknowledgment that the problem is resolved.

KEYWORDS: MEXXNHR, newborn handover, syntax error, time calculation, questionnaire

DETAILS: Newborn Handover, Procedure Authorization, syntax error, Skin to skin contact time, time calculation",2025-04-23 00:00:00,questionnaires,1
PC-Q0263,Questionnaire Profiles only display one row on Patient Summary, ,Implementation,Eastbrook Community Hospital,High,PlanetCare,Resolved,"QUESTIONNAIRE_TYPE: Support Ticket

TITLE: Questionnaire Profiles only display one row on Patient Summary

KEYWORDS: Questionnaire Profiles, Patient Summary, List Rows per Page, Pagination, Goals of Care

DETAILS: Questionnaire Profiles, Patient Summary, row count, bug, testing",2025-04-29 00:00:00,questionnaires,0
PC-Q0264,TCUCIC	Urinary Catheter Insertion and Care - Questionnaire selected has not been generated with error message,"**Problem** 
A questionnaire for “TCUCIC Urinary Catheter Insertion and Care” failed to generate, producing an error message. The issue was originally flagged by the Finance Analyst (FA) and Caroline. The root cause, identified by the support team, is that the observation item “TC.Cathetermaterial: Catheter material” and its associated lookup values are inactive, so the questionnaire cannot render that field. The ticket was routed through several support channels: initial triage, ANZ support, and an SWARH edition upgrade, before arriving at the relevant ISC team.

**Solution** 
The corrective action recommended by Jennene Osuna is to activate the observation item by updating its “Date From” and “Date To” values. Once these dates are set to an active range, the lookup values will also become active, allowing the questionnaire to generate correctly. The support representative will monitor the implementation of this change and confirm that the questionnaire loads without errors. No additional configuration changes were noted, so once the date fields are corrected, the issue should be resolved.

**Additional Information** 
- A document titled “Questionnaire Configuration Issue (TKTST-848) - Urinary Catheter Insertion and Care.docx” was uploaded to provide reference details. 
- The ticket was moved through the ANZ triage system and later to SWARH support, with Bianca confirming receipt and that a review would be performed. 
- Menon Rohit has indicated that the ticket can be closed, implying that the solution was accepted and the problem resolved. 
- No further follow‑up actions were listed beyond activating the observation item and confirming questionnaire functionality.",Implementation,Eastbrook Community Hospital,High,PlanetCare,Closed,"QUESTIONNAIRE_TYPE: Support Ticket

TITLE: TCUCIC	Urinary Catheter Insertion and Care - Questionnaire selected has not been generated with error message

DESCRIPTION: **Problem** 
A questionnaire for “TCUCIC Urinary Catheter Insertion and Care” failed to generate, producing an error message. The issue was originally flagged by the Finance Analyst (FA) and Caroline. The root cause, identified by the support team, is that the observation item “TC.Cathetermaterial: Catheter material” and its associated lookup values are inactive, so the questionnaire cannot render that field. The ticket was routed through several support channels: initial triage, ANZ support, and an SWARH edition upgrade, before arriving at the relevant ISC team.

**Solution** 
The corrective action recommended by Jennene Osuna is to activate the observation item by updating its “Date From” and “Date To” values. Once these dates are set to an active range, the lookup values will also become active, allowing the questionnaire to generate correctly. The support representative will monitor the implementation of this change and confirm that the questionnaire loads without errors. No additional configuration changes were noted, so once the date fields are corrected, the issue should be resolved.

**Additional Information** 
- A document titled “Questionnaire Configuration Issue (TKTST-848) - Urinary Catheter Insertion and Care.docx” was uploaded to provide reference details. 
- The ticket was moved through the ANZ triage system and later to SWARH support, with Bianca confirming receipt and that a review would be performed. 
- Menon Rohit has indicated that the ticket can be closed, implying that the solution was accepted and the problem resolved. 
- No further follow‑up actions were listed beyond activating the observation item and confirming questionnaire functionality.

KEYWORDS: Urinary Catheter, Questionnaire Configuration, Observation Item, Catheter Material, Error Message

DETAILS: TCUCIC, Urinary Catheter Insertion, Questionnaire, error message, documentation",2025-05-05 00:00:00,questionnaires,1
PC-Q0265,TC-431650 GXXXFLACC Audit fix,"Problem 
Steven Burrows reported that after adding an audit feature to a questionnaire, the audit trial does not display the required audit details. The issue was logged and escalated to the UK Software Updates team.

Solution 
Alastair Simpson took ownership of the ticket. He explained that whether the questionnaire is audited can be controlled locally. He directed the user to **Tools > Auditing > Audit Rules – Questionnaires**, locate the specific questionnaire, and enable the **On Insert**, **On Update**, and **On Delete** checkboxes as needed. After updating these settings, the audit details will appear in the audit trial. A screenshot of the configuration was attached, and Simpson confirmed that he had applied the same change in the UPGRADE environment. Steven acknowledged that the fix was satisfactory and marked the ticket for closure.

Additional Information 
- The problem originated from a missing audit configuration for questionnaire changes. 
- The resolution required toggling audit rule checkboxes for the relevant questionnaire. 
- The fix was applied in the UPGRADE instance and confirmed via screenshot. 
- No further actions are required; the ticket is considered resolved.",Upgrade,Valley Health System,Medium,PlanetCare,Closed,"QUESTIONNAIRE_TYPE: Support Ticket

TITLE: TC-431650 GXXXFLACC Audit fix

DESCRIPTION: Problem 
Steven Burrows reported that after adding an audit feature to a questionnaire, the audit trial does not display the required audit details. The issue was logged and escalated to the UK Software Updates team.

Solution 
Alastair Simpson took ownership of the ticket. He explained that whether the questionnaire is audited can be controlled locally. He directed the user to **Tools > Auditing > Audit Rules – Questionnaires**, locate the specific questionnaire, and enable the **On Insert**, **On Update**, and **On Delete** checkboxes as needed. After updating these settings, the audit details will appear in the audit trial. A screenshot of the configuration was attached, and Simpson confirmed that he had applied the same change in the UPGRADE environment. Steven acknowledged that the fix was satisfactory and marked the ticket for closure.

Additional Information 
- The problem originated from a missing audit configuration for questionnaire changes. 
- The resolution required toggling audit rule checkboxes for the relevant questionnaire. 
- The fix was applied in the UPGRADE instance and confirmed via screenshot. 
- No further actions are required; the ticket is considered resolved.

KEYWORDS: audit, questionnaire, audit rules, audit trial, upgrade

DETAILS: Audit, questionnaire, audit details, audit trial, fix",2025-05-06 00:00:00,questionnaires,1
PC-Q0266,TrakCare | Parâmetros vitais | Campos calculados,"**Problem** 
The “Índice de massa corporal” tab in the vital parameters module cannot be displayed for patient 718. During analysis it was found that the BMI calculation is incorrect when Weight and Height are entered through Observation Item fields in questionnaires. An example from the “Ecocardiografia 2D modo M” report for patient 1933004 shows an invalid BMI value. The issue has been reproduced in test environments and affects any questionnaire that contains Weight or Height observation items. 

**Solution** 
1. The root cause was identified: the logic in the `webSaveObsItem` method of `questionnaire.Q*.cls` fails to create a new observation when the existing observation is not an object or its parent reference does not match the current observation. The problematic line was: 
   ```i QUESObsDR'="""" s obsobj=##class(User.MRObservations).%OpenId(QUESObsDR)
   if ((obsobj = """") || (obsobj.OBSParRef '= mradm)) set new = 1, obsobj = ##class(User.MRObservations).%New(mradm)``` 
   It was replaced with the corrected version: 
   ```i QUESObsDR'="""" s obsobj=##class(User.MRObservations).%OpenId(QUESObsDR)
   if (('$isobject(obsobj)) || ('$isobject(obsobj.OBSParRef))||(obsobj.OBSParRef.%Id()'=mradm)) set new = 1, obsobj = ##class(User.MRObservations).%New(mradm)```. 

2. The correction has been deployed permanently in release T2024. 
3. An adhoc patch will be applied to T2023 to bring the same fix to SAMS. 
4. All historical records affected since the upgrade were rescanned and corrected using the routine: 
   `do Search^USAMSTRCPC-Q0266($lb(""WEIGHT"",""HEIGHT""),$zdh(""01/01/2025"",4))`. 
5. Users are advised to verify the corrected history and confirm that new entries do not recur. 

**Additional Information** 
- The temporary fix is effective until a questionnaire is regenerated. The following questionnaires contain Weight/Height observation items and must be updated if altered: 
  QN008, QN033G, QN056V2, QN058V2, QN140, QN141, QN20001RN, QN202, QN203, QN204, QN206, QN209, QN225, QN243. 
- If any of these questionnaires are regenerated, the class file must be modified with the corrected `webSaveObsItem` logic before users enter new data to avoid re‑occurrence. 
- The correction routine is available for execution at any time to re‑process past calculations. 
- No further action is required unless additional questionnaires are introduced or existing ones are substantially modified.",Live Issue,Coastal Care Partners,High,PlanetCare,Closed,"QUESTIONNAIRE_TYPE: Support Ticket

TITLE: TrakCare | Parâmetros vitais | Campos calculados

DESCRIPTION: **Problem** 
The “Índice de massa corporal” tab in the vital parameters module cannot be displayed for patient 718. During analysis it was found that the BMI calculation is incorrect when Weight and Height are entered through Observation Item fields in questionnaires. An example from the “Ecocardiografia 2D modo M” report for patient 1933004 shows an invalid BMI value. The issue has been reproduced in test environments and affects any questionnaire that contains Weight or Height observation items. 

**Solution** 
1. The root cause was identified: the logic in the `webSaveObsItem` method of `questionnaire.Q*.cls` fails to create a new observation when the existing observation is not an object or its parent reference does not match the current observation. The problematic line was: 
   ```i QUESObsDR'="""" s obsobj=##class(User.MRObservations).%OpenId(QUESObsDR)
   if ((obsobj = """") || (obsobj.OBSParRef '= mradm)) set new = 1, obsobj = ##class(User.MRObservations).%New(mradm)``` 
   It was replaced with the corrected version: 
   ```i QUESObsDR'="""" s obsobj=##class(User.MRObservations).%OpenId(QUESObsDR)
   if (('$isobject(obsobj)) || ('$isobject(obsobj.OBSParRef))||(obsobj.OBSParRef.%Id()'=mradm)) set new = 1, obsobj = ##class(User.MRObservations).%New(mradm)```. 

2. The correction has been deployed permanently in release T2024. 
3. An adhoc patch will be applied to T2023 to bring the same fix to SAMS. 
4. All historical records affected since the upgrade were rescanned and corrected using the routine: 
   `do Search^USAMSTRCPC-Q0266($lb(""WEIGHT"",""HEIGHT""),$zdh(""01/01/2025"",4))`. 
5. Users are advised to verify the corrected history and confirm that new entries do not recur. 

**Additional Information** 
- The temporary fix is effective until a questionnaire is regenerated. The following questionnaires contain Weight/Height observation items and must be updated if altered: 
  QN008, QN033G, QN056V2, QN058V2, QN140, QN141, QN20001RN, QN202, QN203, QN204, QN206, QN209, QN225, QN243. 
- If any of these questionnaires are regenerated, the class file must be modified with the corrected `webSaveObsItem` logic before users enter new data to avoid re‑occurrence. 
- The correction routine is available for execution at any time to re‑process past calculations. 
- No further action is required unless additional questionnaires are introduced or existing ones are substantially modified.

KEYWORDS: Índice de massa corporal, parâmetros vitais, questionários, cálculo, correção

DETAILS: Parâmetros vitais, Índice de massa corporal, cálculo incorreto, Observation Item, Ecocardiografia 2D modo M",2025-05-06 00:00:00,questionnaires,1
PC-Q0267,[T2025.2] Patient Handover Documentation Theatre Recovery Ward, ,Upgrade,Metro Health Network,Urgent,PlanetCare,In Progress,"QUESTIONNAIRE_TYPE: Support Ticket

TITLE: [T2025.2] Patient Handover Documentation Theatre Recovery Ward

KEYWORDS: Patient Handover, Theatre Recovery Ward, column changes, missing translation, upgrade

DETAILS: Patient Handover, Theatre Recovery Ward, Operating Theatre, Questionnaire, Upgrade",2025-05-07 00:00:00,questionnaires,0
PC-Q0268,Print friendly questionnaire issue,"Problem 
Chris Green raised a recurring issue where questionnaire PDFs that span more than one page in the live environment overlap with the patient demographic banner. The overlap obscures critical content, such as observation data, making the print output unusable. He provided a screenshot showing the blocked text. The ticket was opened as iService Ticket512374 and priority was set by the requester. The ticket was transferred to the UK regional 2nd Line support team (Gary Pemberton), then triaged by Amy Morant, before being taken over by Andy Tyrrell for detailed review.

Solution 
Andy clarified that the standard browser print function will produce unstructured output. He recommended enabling the “Generate ZEN Report” checkbox on the questionnaire, which renders the layout as a structured ZEN report and avoids many formatting problems. Chris asked whether the ZEN report includes accordion headers and manually inserted text. Andy explained that the report only iterates over questionnaire items; accordion headers and any free‑form text are omitted. To capture such content, labels must be inserted into the questionnaire layout. He advised adding labels for the desired text and testing the changes in a non‑live “Scratch” environment before applying them to the base system. Chris accepted this guidance, verified that labels work, and was satisfied that the issue would be resolved. The ticket was subsequently closed by Chris.

Additional Information 
- The original print preview was taken from the “Print” function within the application, not from a dedicated print‑friendly view. 
- The support chain involved multiple hand‑offs: from initial acknowledgement by Gary, triage by Amy, to resolution by Andy. 
- Andy’s instructions emphasized testing in Scratch to avoid impacting live data, a standard practice for questionnaire modifications. 
- Chris’s final comment thanked Andy and indicated the ticket would be closed, confirming the issue was considered resolved.",Service Request,Pinewood Health System,High,PlanetCare,Closed,"QUESTIONNAIRE_TYPE: Support Ticket

TITLE: Print friendly questionnaire issue

DESCRIPTION: Problem 
Chris Green raised a recurring issue where questionnaire PDFs that span more than one page in the live environment overlap with the patient demographic banner. The overlap obscures critical content, such as observation data, making the print output unusable. He provided a screenshot showing the blocked text. The ticket was opened as iService Ticket512374 and priority was set by the requester. The ticket was transferred to the UK regional 2nd Line support team (Gary Pemberton), then triaged by Amy Morant, before being taken over by Andy Tyrrell for detailed review.

Solution 
Andy clarified that the standard browser print function will produce unstructured output. He recommended enabling the “Generate ZEN Report” checkbox on the questionnaire, which renders the layout as a structured ZEN report and avoids many formatting problems. Chris asked whether the ZEN report includes accordion headers and manually inserted text. Andy explained that the report only iterates over questionnaire items; accordion headers and any free‑form text are omitted. To capture such content, labels must be inserted into the questionnaire layout. He advised adding labels for the desired text and testing the changes in a non‑live “Scratch” environment before applying them to the base system. Chris accepted this guidance, verified that labels work, and was satisfied that the issue would be resolved. The ticket was subsequently closed by Chris.

Additional Information 
- The original print preview was taken from the “Print” function within the application, not from a dedicated print‑friendly view. 
- The support chain involved multiple hand‑offs: from initial acknowledgement by Gary, triage by Amy, to resolution by Andy. 
- Andy’s instructions emphasized testing in Scratch to avoid impacting live data, a standard practice for questionnaire modifications. 
- Chris’s final comment thanked Andy and indicated the ticket would be closed, confirming the issue was considered resolved.

KEYWORDS: print preview, ZEN report, accordion, label, questionnaire

DETAILS: questionnaire, print-friendly, page-overlap, patient-banner, stroke-review",2025-05-16 00:00:00,questionnaires,1
PC-Q0269,TCSMTSUL - Spasticity and Muscle Tone Assessment - Upper Limb,"Problem 
The Spasticity and Muscle Tone Assessment – Upper Limb questionnaire was not functioning correctly in the TEST 2024.6 environment. Dummy fields remained in the form, lookup values for all red‑boxed fields were missing from the looking glass, and the questionnaire was not present in the MEUI layout. Nikhil Chitale raised the issue and attached a document (TKTST 877 TCSMTSUL Spasticity and Muscle Tone Assessment – Upper Limb.docx). The ticket was moved through several support levels: from ANZ triage to ANZ support for the SWARH edition upgrade, then to the product team for analysis.

Solution 
The product team reviewed the questionnaire and recommended using the TCUI layout instead of the MEUI layout. They removed all dummy fields, activated the lookup values for all fields, and confirmed that dropdown options now populate correctly. The changes were implemented in the test environment, and the ticket was marked resolved. Nikhil confirmed the dropdowns are working and that the TCUI layout will remain the final format. The ticket was closed.

Additional Information 
- The ticket passed through multiple handlers: Kenney, Ed; Bianca, Mathieu; Osuna, Jennene; and Tahnee, Ross. 
- Jennene from the product team sent the final resolution message, stating the dummy fields were end‑dated, lookup values activated, and the ticket set to Resolved pending review. 
- Tahnee requested closure of the ticket, noting that any new issues should be raised on a new iService ticket. 
- Nikhil accepted the solution, acknowledged the dropdowns were populating, and confirmed the ticket could be closed. 
- No further actions are pending.",Implementation,Eastbrook Community Hospital,Medium,PlanetCare,Closed,"QUESTIONNAIRE_TYPE: Support Ticket

TITLE: TCSMTSUL - Spasticity and Muscle Tone Assessment - Upper Limb

DESCRIPTION: Problem 
The Spasticity and Muscle Tone Assessment – Upper Limb questionnaire was not functioning correctly in the TEST 2024.6 environment. Dummy fields remained in the form, lookup values for all red‑boxed fields were missing from the looking glass, and the questionnaire was not present in the MEUI layout. Nikhil Chitale raised the issue and attached a document (TKTST 877 TCSMTSUL Spasticity and Muscle Tone Assessment – Upper Limb.docx). The ticket was moved through several support levels: from ANZ triage to ANZ support for the SWARH edition upgrade, then to the product team for analysis.

Solution 
The product team reviewed the questionnaire and recommended using the TCUI layout instead of the MEUI layout. They removed all dummy fields, activated the lookup values for all fields, and confirmed that dropdown options now populate correctly. The changes were implemented in the test environment, and the ticket was marked resolved. Nikhil confirmed the dropdowns are working and that the TCUI layout will remain the final format. The ticket was closed.

Additional Information 
- The ticket passed through multiple handlers: Kenney, Ed; Bianca, Mathieu; Osuna, Jennene; and Tahnee, Ross. 
- Jennene from the product team sent the final resolution message, stating the dummy fields were end‑dated, lookup values activated, and the ticket set to Resolved pending review. 
- Tahnee requested closure of the ticket, noting that any new issues should be raised on a new iService ticket. 
- Nikhil accepted the solution, acknowledged the dropdowns were populating, and confirmed the ticket could be closed. 
- No further actions are pending.

KEYWORDS: Spasticity, Muscle Tone, Upper Limb, Dummy fields, TCUI Layout

DETAILS: Spasticity, Muscle Tone Assessment, Upper Limb, Dummy fields, Looking glass lookups",2025-05-19 00:00:00,questionnaires,1
PC-Q0270,GXXXBRADEN Braden Scale scoring issues and deprecated item,"**Problem** 
- The Braden Scale scoring in the BASE and TEST environments is incorrect; a screenshot shows the proper scale in Ayello.pdf. 
- The cumulative view incorrectly displays “Number of pressure injuries at the time of evaluation,” a question that has been deprecated and should not appear. 
- This issue was originally logged as ticket PC-Q0237 and has now been reported again, creating a duplicate and a secondary concern about the cumulative view. 
- The ticket has been moved through several support queues: ANZ Triage, ANZ support for the SWARH Edition upgrade (T2024), and the SWARH support team. 
- The questionnaire control for the deprecated field has been identified as the root cause for its unintended appearance.

**Solution** 
- The Braden Scale scoring bug has been fixed in both BASE and TEST, aligning with the correct scale from Ayello.pdf. 
- The deprecated questionnaire control for “Number of pressure injuries at the time of evaluation” has been unticked so it no longer appears in the cumulative view. 
- The issue reported in ticket PC-Q0237 has been resolved; this resolution also addresses the Braden Scale scoring error. 
- The ticket was marked “Resolved” by the support team pending retesting in the Round 3 Validation cycle. 
- Nikhil Chitale confirmed the fix and indicated the ticket can be closed after verification.

**Additional Information** 
- The support representative, Bianca, acknowledged receipt of the ticket and promised a prompt review. 
- Jennene Osuna communicated that the deprecated question will not be displayed and that the scoring issue had already been investigated. 
- After resolving the scoring problem, Jennene updated the ticket status to Resolved, noting the pending Round 3 Validation retest. 
- No further action items are outstanding beyond the retest; once successful, the ticket can be officially closed.",Implementation,Eastbrook Community Hospital,High,PlanetCare,Closed,"QUESTIONNAIRE_TYPE: Support Ticket

TITLE: GXXXBRADEN Braden Scale scoring issues and deprecated item

DESCRIPTION: **Problem** 
- The Braden Scale scoring in the BASE and TEST environments is incorrect; a screenshot shows the proper scale in Ayello.pdf. 
- The cumulative view incorrectly displays “Number of pressure injuries at the time of evaluation,” a question that has been deprecated and should not appear. 
- This issue was originally logged as ticket PC-Q0237 and has now been reported again, creating a duplicate and a secondary concern about the cumulative view. 
- The ticket has been moved through several support queues: ANZ Triage, ANZ support for the SWARH Edition upgrade (T2024), and the SWARH support team. 
- The questionnaire control for the deprecated field has been identified as the root cause for its unintended appearance.

**Solution** 
- The Braden Scale scoring bug has been fixed in both BASE and TEST, aligning with the correct scale from Ayello.pdf. 
- The deprecated questionnaire control for “Number of pressure injuries at the time of evaluation” has been unticked so it no longer appears in the cumulative view. 
- The issue reported in ticket PC-Q0237 has been resolved; this resolution also addresses the Braden Scale scoring error. 
- The ticket was marked “Resolved” by the support team pending retesting in the Round 3 Validation cycle. 
- Nikhil Chitale confirmed the fix and indicated the ticket can be closed after verification.

**Additional Information** 
- The support representative, Bianca, acknowledged receipt of the ticket and promised a prompt review. 
- Jennene Osuna communicated that the deprecated question will not be displayed and that the scoring issue had already been investigated. 
- After resolving the scoring problem, Jennene updated the ticket status to Resolved, noting the pending Round 3 Validation retest. 
- No further action items are outstanding beyond the retest; once successful, the ticket can be officially closed.

KEYWORDS: Braden Scale, scoring issue, deprecated item, cumulative view, SWARH Edition

DETAILS: Braden Scale, scoring issues, deprecated item, pressure injuries, cumulative view",2025-05-19 00:00:00,questionnaires,1
PC-Q0271,SAMS | TrakCare | Acesso a questionário inibido (order questionnaire),"Problem 
In the new TrakCare release, order questionnaire links that appear under the HCE > Outros pedidos tab no longer allow editing, even when the questionnaire’s status is “Aberto”. Historically, technicians marked the associated act as “concluída” and the questionnaire was created via a trigger; the physician could then access the questionnaire through a hyperlink and edit it. The new behaviour restricts editing when the link is accessed from HCE > Outros pedidos, whereas editing remains available when the link is accessed from HCE > Questionários. Luciano Cristo reported the issue to the TrakCare helpdesk and support teams, requesting that the hyperlink from HCE > Outros pedidos permit editing as before.

Solution 
Leopoldo Costa (Terra Costa) opened TRC PC-Q0271 for this incident. He implemented a development in the Custom.SAMS.JS.OEOrdItem.ListEMR.cls file to modify the URL generated for questionnaire links. The change appends the query parameter “&READONLY=0” to the link, thereby disabling the read‑only mode. The updated JavaScript intercepts the onclick handler for elements with IDs matching “QuestionnairezX”, extracts the TUID values, and rewires the click to call jsOpenQuestionnaire with READONLY set to 0. The script also includes a helper function jsFixQuestionnairesLinks() that iterates over elements and rewires them. Leopoldo provided the updated code, deployed it in the LIVE environment, and asked Luciano to test. Luciano confirmed that the change worked correctly, allowing the questionnaire to be edited when accessed via the hyperlink from HCE > Outros pedidos.

Additional Information 
- The modification was applied in the Custom.SAMS.JS.OEOrdItem.ListEMR.cls file. 
- The change is wrapped in a comment block marked “TRC PC-Q0271 – LTC 20250523”. 
- The code includes a conditional execution hint for user “ltcosta” (commented out). 
- The solution requires a browser cache clear if the link still behaves read‑only; the support message instructs users to delete temporary files and retry. 
- The issue was resolved in the LIVE environment after testing; no further action items remain. 
- The ticket demonstrates a quick turnaround: issue reported, TRC opened, code committed, and user verified within the same day.",Live Issue,Coastal Care Partners,Medium,PlanetCare,Closed,"QUESTIONNAIRE_TYPE: Support Ticket

TITLE: SAMS | TrakCare | Acesso a questionário inibido (order questionnaire)

DESCRIPTION: Problem 
In the new TrakCare release, order questionnaire links that appear under the HCE > Outros pedidos tab no longer allow editing, even when the questionnaire’s status is “Aberto”. Historically, technicians marked the associated act as “concluída” and the questionnaire was created via a trigger; the physician could then access the questionnaire through a hyperlink and edit it. The new behaviour restricts editing when the link is accessed from HCE > Outros pedidos, whereas editing remains available when the link is accessed from HCE > Questionários. Luciano Cristo reported the issue to the TrakCare helpdesk and support teams, requesting that the hyperlink from HCE > Outros pedidos permit editing as before.

Solution 
Leopoldo Costa (Terra Costa) opened TRC PC-Q0271 for this incident. He implemented a development in the Custom.SAMS.JS.OEOrdItem.ListEMR.cls file to modify the URL generated for questionnaire links. The change appends the query parameter “&READONLY=0” to the link, thereby disabling the read‑only mode. The updated JavaScript intercepts the onclick handler for elements with IDs matching “QuestionnairezX”, extracts the TUID values, and rewires the click to call jsOpenQuestionnaire with READONLY set to 0. The script also includes a helper function jsFixQuestionnairesLinks() that iterates over elements and rewires them. Leopoldo provided the updated code, deployed it in the LIVE environment, and asked Luciano to test. Luciano confirmed that the change worked correctly, allowing the questionnaire to be edited when accessed via the hyperlink from HCE > Outros pedidos.

Additional Information 
- The modification was applied in the Custom.SAMS.JS.OEOrdItem.ListEMR.cls file. 
- The change is wrapped in a comment block marked “TRC PC-Q0271 – LTC 20250523”. 
- The code includes a conditional execution hint for user “ltcosta” (commented out). 
- The solution requires a browser cache clear if the link still behaves read‑only; the support message instructs users to delete temporary files and retry. 
- The issue was resolved in the LIVE environment after testing; no further action items remain. 
- The ticket demonstrates a quick turnaround: issue reported, TRC opened, code committed, and user verified within the same day.

KEYWORDS: questionnaire, editability, hyperlink, READONLY, HCE

DETAILS: SAMS, order questionnaire, hyperlink, HCE, trigger",2025-05-22 00:00:00,questionnaires,1
PC-Q0272,TCSFBI	Smoke Free Brief Intervention - activation in Test required,"Problem 
The Smoke Free Brief Intervention questionnaire was only present in the SCRATCH environment and had not been activated in the TEST environment. Nikhil Chitale reported the issue and attached screenshots (image‑20250323‑213018.png). The ticket was initially handled by ANZ Support (Karen Le Grand) as part of the SWARH Edition upgrade (T2024). When Tahnee Ross checked the TEST environment it was found that the questionnaire was missing from the MEUI layout, even though it was available in the base and test environments. Caroline’s re‑testing confirmed that the issue still existed, with a screenshot attached for reference.

Solution 
Tahnee Ross requested Mark to activate the questionnaire and the related controls in both the base and TEST environments. After activation, Tahnee verified that the questionnaire was available in TEST. She noted that the item was not yet present in the MEUI layout and logged JIRA ticket TC‑251175 to add it. JIRA ticket TC‑485582 was also moved through status updates (Logged → Testing → Tested). Once the T2025.4 release was deployed, Tahnee confirmed that the changes were live and available for testing on Monday. Caroline subsequently verified the fix in the TEST environment and confirmed that the issue was resolved. The ticket was then closed.

Additional Information 
- Ticket flow: Chitale→ANZ Support (Le Grand) → Ross → Release. 
- JIRA references: TC‑251175 (layout addition), TC‑485582 (status change). 
- Environment details: SCRATCH (current), BASE, TEST, MEUI layout. 
- Release information: SWARH Edition upgrade (T2024) and T2025.4. 
- Support actions: Karen Le Grand acknowledged receipt; Tahnee Ross coordinated activation and layout updates; Mark handled activation; Caroline performed final verification.",Implementation,Eastbrook Community Hospital,Medium,PlanetCare,Closed,"QUESTIONNAIRE_TYPE: Support Ticket

TITLE: TCSFBI	Smoke Free Brief Intervention - activation in Test required

DESCRIPTION: Problem 
The Smoke Free Brief Intervention questionnaire was only present in the SCRATCH environment and had not been activated in the TEST environment. Nikhil Chitale reported the issue and attached screenshots (image‑20250323‑213018.png). The ticket was initially handled by ANZ Support (Karen Le Grand) as part of the SWARH Edition upgrade (T2024). When Tahnee Ross checked the TEST environment it was found that the questionnaire was missing from the MEUI layout, even though it was available in the base and test environments. Caroline’s re‑testing confirmed that the issue still existed, with a screenshot attached for reference.

Solution 
Tahnee Ross requested Mark to activate the questionnaire and the related controls in both the base and TEST environments. After activation, Tahnee verified that the questionnaire was available in TEST. She noted that the item was not yet present in the MEUI layout and logged JIRA ticket TC‑251175 to add it. JIRA ticket TC‑485582 was also moved through status updates (Logged → Testing → Tested). Once the T2025.4 release was deployed, Tahnee confirmed that the changes were live and available for testing on Monday. Caroline subsequently verified the fix in the TEST environment and confirmed that the issue was resolved. The ticket was then closed.

Additional Information 
- Ticket flow: Chitale→ANZ Support (Le Grand) → Ross → Release. 
- JIRA references: TC‑251175 (layout addition), TC‑485582 (status change). 
- Environment details: SCRATCH (current), BASE, TEST, MEUI layout. 
- Release information: SWARH Edition upgrade (T2024) and T2025.4. 
- Support actions: Karen Le Grand acknowledged receipt; Tahnee Ross coordinated activation and layout updates; Mark handled activation; Caroline performed final verification.

KEYWORDS: Smoke Free, Brief Intervention, TCSFBI, MEUI, JIRA

DETAILS: Smoke Free Brief Intervention, activation, Test environment, SCRATCH environment, questionnaire",2025-05-29 00:00:00,questionnaires,1
